PersonId,ServiceId,ServiceName,SpendingPolicyId,MetricDate,Session count,Spending policy limit,Total Copilot Credits used,User limit,PeopleHistoricalId
dd23272d-350f-3d7e-97ff-c5a52ac66ce5,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-21,3,346000,1713.0578,6839,dd23272d-350f-3d7e-97ff-c5a52ac66ce51769731200
dd23272d-350f-3d7e-97ff-c5a52ac66ce5,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-07-05,3,346000,2344.6889,6839,dd23272d-350f-3d7e-97ff-c5a52ac66ce51769731200
42493354-26d8-159c-ebec-bb93f286bf0e,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-05-10,1,624000,405.72262,4240,42493354-26d8-159c-ebec-bb93f286bf0e1769731200
42493354-26d8-159c-ebec-bb93f286bf0e,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-05-17,2,624000,374.92427,4240,42493354-26d8-159c-ebec-bb93f286bf0e1769731200
42493354-26d8-159c-ebec-bb93f286bf0e,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-05-24,1,624000,332.01121,4240,42493354-26d8-159c-ebec-bb93f286bf0e1769731200
42493354-26d8-159c-ebec-bb93f286bf0e,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-05-31,1,624000,587.13534,4240,42493354-26d8-159c-ebec-bb93f286bf0e1769731200
42493354-26d8-159c-ebec-bb93f286bf0e,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-06-07,1,624000,380.06373,4240,42493354-26d8-159c-ebec-bb93f286bf0e1769731200
42493354-26d8-159c-ebec-bb93f286bf0e,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-06-14,1,624000,601.49453,4240,42493354-26d8-159c-ebec-bb93f286bf0e1769731200
42493354-26d8-159c-ebec-bb93f286bf0e,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-06-21,2,624000,824.06327,4240,42493354-26d8-159c-ebec-bb93f286bf0e1769731200
42493354-26d8-159c-ebec-bb93f286bf0e,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-07-19,2,624000,626.50775,4240,42493354-26d8-159c-ebec-bb93f286bf0e1769731200
42493354-26d8-159c-ebec-bb93f286bf0e,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-07-26,2,624000,554.01286,4240,42493354-26d8-159c-ebec-bb93f286bf0e1769731200
6e4084c9-63c5-2231-cd08-81a620242488,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,d9286b9b-17f0-5683-b9a0-130b32d39123,2026-06-07,3,122500,1265.2194,17780,6e4084c9-63c5-2231-cd08-81a6202424881769731200
6e4084c9-63c5-2231-cd08-81a620242488,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,d9286b9b-17f0-5683-b9a0-130b32d39123,2026-06-14,3,122500,975.80877,17780,6e4084c9-63c5-2231-cd08-81a6202424881769731200
6e4084c9-63c5-2231-cd08-81a620242488,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,d9286b9b-17f0-5683-b9a0-130b32d39123,2026-06-21,1,122500,546.68497,17780,6e4084c9-63c5-2231-cd08-81a6202424881769731200
6e4084c9-63c5-2231-cd08-81a620242488,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,d9286b9b-17f0-5683-b9a0-130b32d39123,2026-06-28,6,122500,1259.5526,17780,6e4084c9-63c5-2231-cd08-81a6202424881769731200
6e4084c9-63c5-2231-cd08-81a620242488,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,d9286b9b-17f0-5683-b9a0-130b32d39123,2026-07-05,1,122500,941.89743,17780,6e4084c9-63c5-2231-cd08-81a6202424881769731200
6e4084c9-63c5-2231-cd08-81a620242488,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,d9286b9b-17f0-5683-b9a0-130b32d39123,2026-07-12,5,122500,917.67993,17780,6e4084c9-63c5-2231-cd08-81a6202424881769731200
6e4084c9-63c5-2231-cd08-81a620242488,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,d9286b9b-17f0-5683-b9a0-130b32d39123,2026-07-19,2,122500,1429.6632,17780,6e4084c9-63c5-2231-cd08-81a6202424881769731200
6e4084c9-63c5-2231-cd08-81a620242488,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,d9286b9b-17f0-5683-b9a0-130b32d39123,2026-07-26,2,122500,1050.3005,17780,6e4084c9-63c5-2231-cd08-81a6202424881769731200
6e4084c9-63c5-2231-cd08-81a620242488,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,00000000-0000-0000-0000-000000000000,2026-07-26,1,,113.38433,,6e4084c9-63c5-2231-cd08-81a6202424881769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-10,2,346000,471.91509,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-17,1,346000,364.42353,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-07,1,346000,313.2763,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-07,1,346000,86.343836,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-14,1,346000,569.89773,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-28,3,346000,678.31771,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-28,1,346000,185.35899,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-07-19,4,346000,662.85182,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-07-19,1,346000,51.591425,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-07-26,1,346000,503.77239,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
4e5d4ac7-d8de-81ff-24e2-863d7df8ff56,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-07-26,1,346000,132.35832,6839,4e5d4ac7-d8de-81ff-24e2-863d7df8ff561769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-05-10,1,624000,515.81151,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-05-17,1,624000,541.60121,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-05-24,2,624000,703.38447,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-05-31,1,624000,452.29336,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-06-07,1,624000,957.72749,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-06-14,1,624000,464.27017,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-06-21,2,624000,745.61635,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-06-28,2,624000,1074.9923,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-07-05,2,624000,718.23181,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,00000000-0000-0000-0000-000000000000,2026-07-05,1,,107.09192,,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-07-12,1,624000,781.21444,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
79e1c2f0-545f-0501-cffb-c7630b078815,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-07-19,1,624000,467.79633,4240,79e1c2f0-545f-0501-cffb-c7630b0788151769731200
e44f4fb8-1fc2-39c5-7077-2411c0103f4a,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-17,2,346000,1129.2852,6839,e44f4fb8-1fc2-39c5-7077-2411c0103f4a1769731200
e44f4fb8-1fc2-39c5-7077-2411c0103f4a,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-24,3,346000,909.5639,6839,e44f4fb8-1fc2-39c5-7077-2411c0103f4a1769731200
d0ef0c82-7b87-46ec-e4f2-4cb1d06255b3,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-05-31,1,624000,169.87977,4240,d0ef0c82-7b87-46ec-e4f2-4cb1d06255b31769731200
d0ef0c82-7b87-46ec-e4f2-4cb1d06255b3,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,80062a9d-3f39-5601-897e-c676a66867df,2026-05-31,1,624000,38.776224,4240,d0ef0c82-7b87-46ec-e4f2-4cb1d06255b31769731200
d0ef0c82-7b87-46ec-e4f2-4cb1d06255b3,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-06-21,1,624000,364.07772,4240,d0ef0c82-7b87-46ec-e4f2-4cb1d06255b31769731200
d0ef0c82-7b87-46ec-e4f2-4cb1d06255b3,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-07-05,1,624000,201.30313,4240,d0ef0c82-7b87-46ec-e4f2-4cb1d06255b31769731200
d0ef0c82-7b87-46ec-e4f2-4cb1d06255b3,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,80062a9d-3f39-5601-897e-c676a66867df,2026-07-05,1,624000,13.205231,4240,d0ef0c82-7b87-46ec-e4f2-4cb1d06255b31769731200
d0ef0c82-7b87-46ec-e4f2-4cb1d06255b3,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-07-12,1,624000,288.52605,4240,d0ef0c82-7b87-46ec-e4f2-4cb1d06255b31769731200
d0ef0c82-7b87-46ec-e4f2-4cb1d06255b3,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,80062a9d-3f39-5601-897e-c676a66867df,2026-07-12,1,624000,37.766175,4240,d0ef0c82-7b87-46ec-e4f2-4cb1d06255b31769731200
d0ef0c82-7b87-46ec-e4f2-4cb1d06255b3,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-07-19,1,624000,516.93572,4240,d0ef0c82-7b87-46ec-e4f2-4cb1d06255b31769731200
d0ef0c82-7b87-46ec-e4f2-4cb1d06255b3,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,80062a9d-3f39-5601-897e-c676a66867df,2026-07-26,1,624000,320.45464,4240,d0ef0c82-7b87-46ec-e4f2-4cb1d06255b31769731200
d0ef0c82-7b87-46ec-e4f2-4cb1d06255b3,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,00000000-0000-0000-0000-000000000000,2026-07-26,1,,56.542713,,d0ef0c82-7b87-46ec-e4f2-4cb1d06255b31769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-03,1,346000,64.864084,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-10,1,346000,44.13308,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-17,1,346000,41.243419,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-17,1,346000,9.735168,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-24,1,346000,63.0203,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-31,1,346000,35.405613,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-05-31,1,346000,4.812012,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-07,1,346000,37.1581,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-07,1,346000,6.685884,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-14,1,346000,73.893969,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-21,1,346000,59.758006,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-21,1,346000,7.688419,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-28,1,346000,42.890577,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-06-28,1,346000,9.929532,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-07-05,1,346000,57.097776,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-07-05,1,346000,5.712156,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,aa01bb02-cc03-dd04-ee05-ff06aa07bb08,Cowork,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-07-12,1,346000,86.96736,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
5ed2dfa4-882f-bdb5-08e8-70057bf9c58b,bb11cc22-dd33-ee44-ff55-aa66bb77cc88,WorkIQ,04f20cf3-1610-5311-b3c1-d3c7d55337e8,2026-07-12,1,346000,6.725705,6839,5ed2dfa4-882f-bdb5-08e8-70057bf9c58b1769731200
