Date,ResourceName,ResourceGroup,Deployment,Metric,Value
2026-05-05,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,673.97
2026-05-06,contoso-foundry-prod,rg-ai-prod,,InputTokens,4146958.55
2026-05-06,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1634177.82
2026-05-06,contoso-foundry-prod,rg-ai-prod,,TotalCalls,2101.03
2026-05-06,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,26.29
2026-05-06,contoso-foundry-claims,rg-ai-claims,,InputTokens,2682716.24
2026-05-06,contoso-foundry-claims,rg-ai-claims,,OutputTokens,654329.03
2026-05-06,contoso-foundry-claims,rg-ai-claims,,TotalCalls,2134.07
2026-05-06,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,40.83
2026-05-06,contoso-foundry-member,rg-ai-member,,InputTokens,2697667.74
2026-05-06,contoso-foundry-member,rg-ai-member,,OutputTokens,715141.28
2026-05-06,contoso-foundry-member,rg-ai-member,,TotalCalls,1455.92
2026-05-06,contoso-foundry-dev,rg-ai-dev,,InputTokens,365010.80
2026-05-06,contoso-foundry-dev,rg-ai-dev,,OutputTokens,96226.33
2026-05-06,contoso-foundry-dev,rg-ai-dev,,TotalCalls,331.81
2026-05-06,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,627958.04
2026-05-06,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,214702.42
2026-05-06,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,674.28
2026-05-07,contoso-foundry-prod,rg-ai-prod,,InputTokens,3716656.63
2026-05-07,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1036658.09
2026-05-07,contoso-foundry-prod,rg-ai-prod,,TotalCalls,1957.29
2026-05-07,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,27.62
2026-05-07,contoso-foundry-claims,rg-ai-claims,,InputTokens,2624688.32
2026-05-07,contoso-foundry-claims,rg-ai-claims,,OutputTokens,941973.86
2026-05-07,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1705.62
2026-05-07,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,26.33
2026-05-07,contoso-foundry-member,rg-ai-member,,InputTokens,2229477.81
2026-05-07,contoso-foundry-member,rg-ai-member,,OutputTokens,542339.04
2026-05-07,contoso-foundry-member,rg-ai-member,,TotalCalls,1173.24
2026-05-07,contoso-foundry-dev,rg-ai-dev,,InputTokens,344632.88
2026-05-07,contoso-foundry-dev,rg-ai-dev,,OutputTokens,111865.51
2026-05-07,contoso-foundry-dev,rg-ai-dev,,TotalCalls,284.91
2026-05-07,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,893168.74
2026-05-07,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,333054.82
2026-05-07,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,401.16
2026-05-08,contoso-foundry-prod,rg-ai-prod,,InputTokens,1884925.03
2026-05-08,contoso-foundry-prod,rg-ai-prod,,OutputTokens,669385.69
2026-05-08,contoso-foundry-prod,rg-ai-prod,,TotalCalls,837.56
2026-05-08,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,23.75
2026-05-08,contoso-foundry-claims,rg-ai-claims,,InputTokens,981339.52
2026-05-08,contoso-foundry-claims,rg-ai-claims,,OutputTokens,388476.89
2026-05-08,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1025.88
2026-05-08,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,18.37
2026-05-08,contoso-foundry-member,rg-ai-member,,InputTokens,1790901.88
2026-05-08,contoso-foundry-member,rg-ai-member,,OutputTokens,636722.58
2026-05-08,contoso-foundry-member,rg-ai-member,,TotalCalls,923.46
2026-05-08,contoso-foundry-dev,rg-ai-dev,,InputTokens,365372.38
2026-05-08,contoso-foundry-dev,rg-ai-dev,,OutputTokens,138465.10
2026-05-08,contoso-foundry-dev,rg-ai-dev,,TotalCalls,404.36
2026-05-08,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1640409.08
2026-05-08,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,441325.86
2026-05-08,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1225.34
2026-05-09,contoso-foundry-prod,rg-ai-prod,,InputTokens,693739.02
2026-05-09,contoso-foundry-prod,rg-ai-prod,,OutputTokens,263367.35
2026-05-09,contoso-foundry-prod,rg-ai-prod,,TotalCalls,302.53
2026-05-09,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,27.97
2026-05-09,contoso-foundry-claims,rg-ai-claims,,InputTokens,436687.12
2026-05-09,contoso-foundry-claims,rg-ai-claims,,OutputTokens,161087.01
2026-05-09,contoso-foundry-claims,rg-ai-claims,,TotalCalls,260.50
2026-05-09,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,32.25
2026-05-09,contoso-foundry-member,rg-ai-member,,InputTokens,154455.94
2026-05-09,contoso-foundry-member,rg-ai-member,,OutputTokens,56472.80
2026-05-09,contoso-foundry-member,rg-ai-member,,TotalCalls,130.35
2026-05-09,contoso-foundry-dev,rg-ai-dev,,InputTokens,111521.18
2026-05-09,contoso-foundry-dev,rg-ai-dev,,OutputTokens,40460.82
2026-05-09,contoso-foundry-dev,rg-ai-dev,,TotalCalls,51.36
2026-05-09,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,89646.88
2026-05-09,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,34739.88
2026-05-09,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,93.45
2026-05-10,contoso-foundry-prod,rg-ai-prod,,InputTokens,194643.57
2026-05-10,contoso-foundry-prod,rg-ai-prod,,OutputTokens,58218.68
2026-05-10,contoso-foundry-prod,rg-ai-prod,,TotalCalls,91.24
2026-05-10,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,25.65
2026-05-10,contoso-foundry-claims,rg-ai-claims,,InputTokens,425357.26
2026-05-10,contoso-foundry-claims,rg-ai-claims,,OutputTokens,139184.98
2026-05-10,contoso-foundry-claims,rg-ai-claims,,TotalCalls,248.32
2026-05-10,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,34.44
2026-05-10,contoso-foundry-member,rg-ai-member,,InputTokens,172044.53
2026-05-10,contoso-foundry-member,rg-ai-member,,OutputTokens,46582.73
2026-05-10,contoso-foundry-member,rg-ai-member,,TotalCalls,126.48
2026-05-10,contoso-foundry-dev,rg-ai-dev,,InputTokens,173991.12
2026-05-10,contoso-foundry-dev,rg-ai-dev,,OutputTokens,46382.15
2026-05-10,contoso-foundry-dev,rg-ai-dev,,TotalCalls,142.53
2026-05-10,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,249146.90
2026-05-10,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,67576.48
2026-05-10,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,135.58
2026-05-11,contoso-foundry-prod,rg-ai-prod,,InputTokens,1437408.80
2026-05-11,contoso-foundry-prod,rg-ai-prod,,OutputTokens,370536.58
2026-05-11,contoso-foundry-prod,rg-ai-prod,,TotalCalls,767.62
2026-05-11,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,29.17
2026-05-11,contoso-foundry-claims,rg-ai-claims,,InputTokens,2049044.53
2026-05-11,contoso-foundry-claims,rg-ai-claims,,OutputTokens,453720.96
2026-05-11,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1062.62
2026-05-11,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,34.16
2026-05-11,contoso-foundry-member,rg-ai-member,,InputTokens,807930.31
2026-05-11,contoso-foundry-member,rg-ai-member,,OutputTokens,266906.99
2026-05-11,contoso-foundry-member,rg-ai-member,,TotalCalls,376.36
2026-05-11,contoso-foundry-dev,rg-ai-dev,,InputTokens,1197008.30
2026-05-11,contoso-foundry-dev,rg-ai-dev,,OutputTokens,293225.01
2026-05-11,contoso-foundry-dev,rg-ai-dev,,TotalCalls,659.64
2026-05-11,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1056365.49
2026-05-11,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,317839.37
2026-05-11,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,446.89
2026-05-12,contoso-foundry-prod,rg-ai-prod,,InputTokens,4282699.57
2026-05-12,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1669685.66
2026-05-12,contoso-foundry-prod,rg-ai-prod,,TotalCalls,2531.82
2026-05-12,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,23.57
2026-05-12,contoso-foundry-claims,rg-ai-claims,,InputTokens,1243049.17
2026-05-12,contoso-foundry-claims,rg-ai-claims,,OutputTokens,395296.12
2026-05-12,contoso-foundry-claims,rg-ai-claims,,TotalCalls,644.11
2026-05-12,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,34.93
2026-05-12,contoso-foundry-member,rg-ai-member,,InputTokens,2356759.97
2026-05-12,contoso-foundry-member,rg-ai-member,,OutputTokens,594435.51
2026-05-12,contoso-foundry-member,rg-ai-member,,TotalCalls,1005.33
2026-05-12,contoso-foundry-dev,rg-ai-dev,,InputTokens,1530969.61
2026-05-12,contoso-foundry-dev,rg-ai-dev,,OutputTokens,406409.24
2026-05-12,contoso-foundry-dev,rg-ai-dev,,TotalCalls,926.06
2026-05-12,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,2158662.97
2026-05-12,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,699113.39
2026-05-12,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1123.66
2026-05-13,contoso-foundry-prod,rg-ai-prod,,InputTokens,1455058.38
2026-05-13,contoso-foundry-prod,rg-ai-prod,,OutputTokens,357698.86
2026-05-13,contoso-foundry-prod,rg-ai-prod,,TotalCalls,878.17
2026-05-13,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,39.86
2026-05-13,contoso-foundry-claims,rg-ai-claims,,InputTokens,4347936.49
2026-05-13,contoso-foundry-claims,rg-ai-claims,,OutputTokens,1502943.97
2026-05-13,contoso-foundry-claims,rg-ai-claims,,TotalCalls,3178.66
2026-05-13,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,24.66
2026-05-13,contoso-foundry-member,rg-ai-member,,InputTokens,1860352.33
2026-05-13,contoso-foundry-member,rg-ai-member,,OutputTokens,515512.96
2026-05-13,contoso-foundry-member,rg-ai-member,,TotalCalls,1919.07
2026-05-13,contoso-foundry-dev,rg-ai-dev,,InputTokens,1088268.59
2026-05-13,contoso-foundry-dev,rg-ai-dev,,OutputTokens,249327.76
2026-05-13,contoso-foundry-dev,rg-ai-dev,,TotalCalls,1051.87
2026-05-13,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1382949.03
2026-05-13,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,353329.35
2026-05-13,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,604.69
2026-05-14,contoso-foundry-prod,rg-ai-prod,,InputTokens,4042399.49
2026-05-14,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1305480.52
2026-05-14,contoso-foundry-prod,rg-ai-prod,,TotalCalls,2237.63
2026-05-14,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,21.27
2026-05-14,contoso-foundry-claims,rg-ai-claims,,InputTokens,2996509.88
2026-05-14,contoso-foundry-claims,rg-ai-claims,,OutputTokens,847420.81
2026-05-14,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1896.20
2026-05-14,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,22.87
2026-05-14,contoso-foundry-member,rg-ai-member,,InputTokens,1267381.30
2026-05-14,contoso-foundry-member,rg-ai-member,,OutputTokens,388175.77
2026-05-14,contoso-foundry-member,rg-ai-member,,TotalCalls,1096.00
2026-05-14,contoso-foundry-dev,rg-ai-dev,,InputTokens,1499654.99
2026-05-14,contoso-foundry-dev,rg-ai-dev,,OutputTokens,423612.23
2026-05-14,contoso-foundry-dev,rg-ai-dev,,TotalCalls,1086.15
2026-05-14,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,802061.81
2026-05-14,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,317879.73
2026-05-14,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,339.14
2026-05-15,contoso-foundry-prod,rg-ai-prod,,InputTokens,3961977.48
2026-05-15,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1383606.29
2026-05-15,contoso-foundry-prod,rg-ai-prod,,TotalCalls,2295.59
2026-05-15,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,36.36
2026-05-15,contoso-foundry-claims,rg-ai-claims,,InputTokens,2146085.31
2026-05-15,contoso-foundry-claims,rg-ai-claims,,OutputTokens,854229.61
2026-05-15,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1466.36
2026-05-15,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,20.78
2026-05-15,contoso-foundry-member,rg-ai-member,,InputTokens,3287637.34
2026-05-15,contoso-foundry-member,rg-ai-member,,OutputTokens,1001298.26
2026-05-15,contoso-foundry-member,rg-ai-member,,TotalCalls,3559.18
2026-05-15,contoso-foundry-dev,rg-ai-dev,,InputTokens,1602127.06
2026-05-15,contoso-foundry-dev,rg-ai-dev,,OutputTokens,504415.88
2026-05-15,contoso-foundry-dev,rg-ai-dev,,TotalCalls,1651.06
2026-05-15,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,624699.52
2026-05-15,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,185410.66
2026-05-15,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,325.77
2026-05-16,contoso-foundry-prod,rg-ai-prod,,InputTokens,401481.48
2026-05-16,contoso-foundry-prod,rg-ai-prod,,OutputTokens,158872.84
2026-05-16,contoso-foundry-prod,rg-ai-prod,,TotalCalls,379.80
2026-05-16,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,23.57
2026-05-16,contoso-foundry-claims,rg-ai-claims,,InputTokens,409144.18
2026-05-16,contoso-foundry-claims,rg-ai-claims,,OutputTokens,99302.51
2026-05-16,contoso-foundry-claims,rg-ai-claims,,TotalCalls,308.27
2026-05-16,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,34.60
2026-05-16,contoso-foundry-member,rg-ai-member,,InputTokens,401983.53
2026-05-16,contoso-foundry-member,rg-ai-member,,OutputTokens,155649.81
2026-05-16,contoso-foundry-member,rg-ai-member,,TotalCalls,257.55
2026-05-16,contoso-foundry-dev,rg-ai-dev,,InputTokens,87529.09
2026-05-16,contoso-foundry-dev,rg-ai-dev,,OutputTokens,33955.77
2026-05-16,contoso-foundry-dev,rg-ai-dev,,TotalCalls,38.32
2026-05-16,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,273228.65
2026-05-16,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,74231.45
2026-05-16,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,150.52
2026-05-17,contoso-foundry-prod,rg-ai-prod,,InputTokens,410230.11
2026-05-17,contoso-foundry-prod,rg-ai-prod,,OutputTokens,151711.26
2026-05-17,contoso-foundry-prod,rg-ai-prod,,TotalCalls,258.53
2026-05-17,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,21.55
2026-05-17,contoso-foundry-claims,rg-ai-claims,,InputTokens,543681.59
2026-05-17,contoso-foundry-claims,rg-ai-claims,,OutputTokens,215241.20
2026-05-17,contoso-foundry-claims,rg-ai-claims,,TotalCalls,530.83
2026-05-17,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,21.34
2026-05-17,contoso-foundry-member,rg-ai-member,,InputTokens,239258.55
2026-05-17,contoso-foundry-member,rg-ai-member,,OutputTokens,68862.72
2026-05-17,contoso-foundry-member,rg-ai-member,,TotalCalls,160.84
2026-05-17,contoso-foundry-dev,rg-ai-dev,,InputTokens,88510.39
2026-05-17,contoso-foundry-dev,rg-ai-dev,,OutputTokens,27565.61
2026-05-17,contoso-foundry-dev,rg-ai-dev,,TotalCalls,41.21
2026-05-17,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,127794.26
2026-05-17,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,34318.42
2026-05-17,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,95.49
2026-05-18,contoso-foundry-prod,rg-ai-prod,,InputTokens,3678963.91
2026-05-18,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1004287.23
2026-05-18,contoso-foundry-prod,rg-ai-prod,,TotalCalls,2151.99
2026-05-18,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,25.49
2026-05-18,contoso-foundry-claims,rg-ai-claims,,InputTokens,4099489.97
2026-05-18,contoso-foundry-claims,rg-ai-claims,,OutputTokens,987303.60
2026-05-18,contoso-foundry-claims,rg-ai-claims,,TotalCalls,2495.06
2026-05-18,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,36.96
2026-05-18,contoso-foundry-member,rg-ai-member,,InputTokens,3517516.22
2026-05-18,contoso-foundry-member,rg-ai-member,,OutputTokens,1157648.60
2026-05-18,contoso-foundry-member,rg-ai-member,,TotalCalls,2126.34
2026-05-18,contoso-foundry-dev,rg-ai-dev,,InputTokens,1155792.75
2026-05-18,contoso-foundry-dev,rg-ai-dev,,OutputTokens,458929.32
2026-05-18,contoso-foundry-dev,rg-ai-dev,,TotalCalls,734.09
2026-05-18,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1668858.05
2026-05-18,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,641909.30
2026-05-18,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1557.07
2026-05-19,contoso-foundry-prod,rg-ai-prod,,InputTokens,3149091.58
2026-05-19,contoso-foundry-prod,rg-ai-prod,,OutputTokens,950190.14
2026-05-19,contoso-foundry-prod,rg-ai-prod,,TotalCalls,2139.15
2026-05-19,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,27.81
2026-05-19,contoso-foundry-claims,rg-ai-claims,,InputTokens,2472645.28
2026-05-19,contoso-foundry-claims,rg-ai-claims,,OutputTokens,885359.93
2026-05-19,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1033.97
2026-05-19,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,36.71
2026-05-19,contoso-foundry-member,rg-ai-member,,InputTokens,2410507.62
2026-05-19,contoso-foundry-member,rg-ai-member,,OutputTokens,856610.45
2026-05-19,contoso-foundry-member,rg-ai-member,,TotalCalls,1157.51
2026-05-19,contoso-foundry-dev,rg-ai-dev,,InputTokens,1701240.42
2026-05-19,contoso-foundry-dev,rg-ai-dev,,OutputTokens,652705.61
2026-05-19,contoso-foundry-dev,rg-ai-dev,,TotalCalls,870.17
2026-05-19,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1462075.50
2026-05-19,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,410976.49
2026-05-19,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,988.93
2026-05-20,contoso-foundry-prod,rg-ai-prod,,InputTokens,4418708.52
2026-05-20,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1359003.04
2026-05-20,contoso-foundry-prod,rg-ai-prod,,TotalCalls,2733.76
2026-05-20,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,24.51
2026-05-20,contoso-foundry-claims,rg-ai-claims,,InputTokens,2915336.56
2026-05-20,contoso-foundry-claims,rg-ai-claims,,OutputTokens,695210.97
2026-05-20,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1241.67
2026-05-20,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,19.81
2026-05-20,contoso-foundry-member,rg-ai-member,,InputTokens,1427998.85
2026-05-20,contoso-foundry-member,rg-ai-member,,OutputTokens,478197.05
2026-05-20,contoso-foundry-member,rg-ai-member,,TotalCalls,1381.08
2026-05-20,contoso-foundry-dev,rg-ai-dev,,InputTokens,793700.56
2026-05-20,contoso-foundry-dev,rg-ai-dev,,OutputTokens,236245.61
2026-05-20,contoso-foundry-dev,rg-ai-dev,,TotalCalls,571.47
2026-05-20,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,831593.70
2026-05-20,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,295023.14
2026-05-20,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,603.06
2026-05-21,contoso-foundry-prod,rg-ai-prod,,InputTokens,5453343.37
2026-05-21,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1506633.96
2026-05-21,contoso-foundry-prod,rg-ai-prod,,TotalCalls,4729.53
2026-05-21,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,19.05
2026-05-21,contoso-foundry-claims,rg-ai-claims,,InputTokens,3759393.70
2026-05-21,contoso-foundry-claims,rg-ai-claims,,OutputTokens,906548.30
2026-05-21,contoso-foundry-claims,rg-ai-claims,,TotalCalls,2149.79
2026-05-21,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,32.66
2026-05-21,contoso-foundry-member,rg-ai-member,,InputTokens,2735202.10
2026-05-21,contoso-foundry-member,rg-ai-member,,OutputTokens,951452.04
2026-05-21,contoso-foundry-member,rg-ai-member,,TotalCalls,1338.73
2026-05-21,contoso-foundry-dev,rg-ai-dev,,InputTokens,785939.57
2026-05-21,contoso-foundry-dev,rg-ai-dev,,OutputTokens,287874.60
2026-05-21,contoso-foundry-dev,rg-ai-dev,,TotalCalls,629.98
2026-05-21,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1698145.97
2026-05-21,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,477980.19
2026-05-21,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1244.34
2026-05-22,contoso-foundry-prod,rg-ai-prod,,InputTokens,4585859.68
2026-05-22,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1600390.87
2026-05-22,contoso-foundry-prod,rg-ai-prod,,TotalCalls,1943.22
2026-05-22,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,26.35
2026-05-22,contoso-foundry-claims,rg-ai-claims,,InputTokens,2892128.17
2026-05-22,contoso-foundry-claims,rg-ai-claims,,OutputTokens,1146989.39
2026-05-22,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1490.04
2026-05-22,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,36.80
2026-05-22,contoso-foundry-member,rg-ai-member,,InputTokens,1364116.40
2026-05-22,contoso-foundry-member,rg-ai-member,,OutputTokens,309724.82
2026-05-22,contoso-foundry-member,rg-ai-member,,TotalCalls,580.41
2026-05-22,contoso-foundry-dev,rg-ai-dev,,InputTokens,493997.97
2026-05-22,contoso-foundry-dev,rg-ai-dev,,OutputTokens,116130.45
2026-05-22,contoso-foundry-dev,rg-ai-dev,,TotalCalls,282.96
2026-05-22,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,2827687.49
2026-05-22,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,1102550.36
2026-05-22,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1807.33
2026-05-23,contoso-foundry-prod,rg-ai-prod,,InputTokens,555536.37
2026-05-23,contoso-foundry-prod,rg-ai-prod,,OutputTokens,156566.81
2026-05-23,contoso-foundry-prod,rg-ai-prod,,TotalCalls,542.85
2026-05-23,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,34.62
2026-05-23,contoso-foundry-claims,rg-ai-claims,,InputTokens,163791.45
2026-05-23,contoso-foundry-claims,rg-ai-claims,,OutputTokens,57296.16
2026-05-23,contoso-foundry-claims,rg-ai-claims,,TotalCalls,112.21
